time_min,temp_C,OD600,strain,induction,well,media,pos_selection,neg_selection,operator,repressor,volume_marker,date,run_number
49.3,37.1,0.051,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
74.3,37.1,0.055999999999999994,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
99.3,37.0,0.06,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
124.3,37.0,0.066,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
149.3,37.0,0.073,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
174.3,37.0,0.08199999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
199.3,37.1,0.09300000000000001,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
224.3,37.1,0.10800000000000001,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
249.3,37.1,0.128,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
274.3,37.0,0.152,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
299.3,37.0,0.184,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
324.3,37.0,0.223,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
349.3,37.1,0.26899999999999996,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
374.3,37.0,0.318,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
399.3,37.1,0.369,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
424.3,37.0,0.415,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
449.3,37.0,0.446,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
474.3,37.0,0.48,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
499.3,37.1,0.515,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
524.3,37.0,0.5489999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
549.3,37.0,0.578,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
574.3,37.0,0.611,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
599.3,37.0,0.635,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
624.3,37.0,0.6559999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
649.3,37.0,0.68,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
674.3,37.1,0.6970000000000001,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
699.3,37.0,0.7120000000000001,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
724.3,37.0,0.725,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
749.3,37.0,0.741,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
774.3,37.0,0.7490000000000001,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
799.3,37.0,0.759,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
824.3,37.1,0.7659999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
849.3,37.0,0.773,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
874.3,36.9,0.782,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
899.3,37.0,0.789,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
924.3,37.0,0.7959999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
949.3,37.0,0.8009999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
974.3,37.0,0.809,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
999.3,37.0,0.816,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1024.3,37.1,0.825,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1049.3,37.0,0.833,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1074.3,37.0,0.841,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1099.3,37.0,0.85,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1124.3,37.0,0.858,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1149.3,37.1,0.865,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1174.3,37.0,0.871,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1199.3,37.0,0.878,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1224.3,37.0,0.884,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1249.3,37.1,0.8909999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1274.3,37.0,0.897,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1299.3,37.1,0.905,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1324.3,37.1,0.922,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1349.3,37.1,0.929,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1374.3,37.0,0.934,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1399.3,37.0,0.938,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1424.3,37.1,0.9390000000000001,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1449.3,37.1,0.9390000000000001,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1474.3,37.0,0.938,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1499.3,37.1,0.9390000000000001,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1524.3,37.0,0.937,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1549.3,37.1,0.935,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1574.3,37.0,0.9329999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1599.3,37.1,0.93,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1624.3,37.0,0.9259999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
24.3,37.0,0.047,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
49.3,37.1,0.051,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
74.3,37.1,0.055,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
99.3,37.0,0.061,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
124.3,37.0,0.066,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
149.3,37.0,0.073,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
174.3,37.0,0.081,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
199.3,37.1,0.09300000000000001,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
224.3,37.1,0.10800000000000001,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
249.3,37.1,0.128,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
274.3,37.0,0.153,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
299.3,37.0,0.184,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
324.3,37.0,0.22399999999999998,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
349.3,37.1,0.271,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
374.3,37.0,0.321,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
399.3,37.1,0.373,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
424.3,37.0,0.41700000000000004,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
449.3,37.0,0.44799999999999995,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
474.3,37.0,0.485,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
499.3,37.1,0.521,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
524.3,37.0,0.5529999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
549.3,37.0,0.58,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
574.3,37.0,0.61,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
599.3,37.0,0.635,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
624.3,37.0,0.6559999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
649.3,37.0,0.6779999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
674.3,37.1,0.698,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
699.3,37.0,0.716,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
724.3,37.0,0.728,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
749.3,37.0,0.742,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
774.3,37.0,0.752,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
799.3,37.0,0.76,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
824.3,37.1,0.769,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
849.3,37.0,0.774,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
874.3,36.9,0.7829999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
899.3,37.0,0.79,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
924.3,37.0,0.797,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
949.3,37.0,0.8029999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
974.3,37.0,0.812,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
999.3,37.0,0.8190000000000001,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1024.3,37.1,0.8270000000000001,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1049.3,37.0,0.835,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1074.3,37.0,0.8440000000000001,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1099.3,37.0,0.851,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1124.3,37.0,0.8590000000000001,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1149.3,37.1,0.866,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1174.3,37.0,0.8740000000000001,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1199.3,37.0,0.879,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1224.3,37.0,0.8859999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1249.3,37.1,0.893,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1274.3,37.0,0.9,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1299.3,37.1,0.9079999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1324.3,37.1,0.924,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1349.3,37.1,0.932,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1374.3,37.0,0.9359999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1399.3,37.0,0.94,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1424.3,37.1,0.941,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1449.3,37.1,0.941,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1474.3,37.0,0.941,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1499.3,37.1,0.94,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1524.3,37.0,0.9390000000000001,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1549.3,37.1,0.9359999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1574.3,37.0,0.934,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1599.3,37.1,0.9309999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
1624.3,37.0,0.9279999999999999,O2_R260_ST_mCherry,10_uM_IPTG,E08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,260.0,mCherry,20200730,1
24.3,37.0,0.047,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
49.3,37.1,0.05,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
74.3,37.1,0.055,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
99.3,37.0,0.06,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
124.3,37.0,0.065,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
149.3,37.0,0.071,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
174.3,37.0,0.079,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
199.3,37.1,0.09,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
224.3,37.1,0.10400000000000001,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
249.3,37.1,0.122,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
274.3,37.0,0.145,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
299.3,37.0,0.175,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
324.3,37.0,0.212,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
349.3,37.1,0.255,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
374.3,37.0,0.303,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
399.3,37.1,0.35100000000000003,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
424.3,37.0,0.39299999999999996,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
449.3,37.0,0.423,O2_R260_ST_mCherry,10_uM_IPTG,E09,M9_0.5%_glucose,0_ugmL_tetracycline,5_%wv_sucrose,O2,260.0,mCherry,20200730,1
