time_min,temp_C,OD600,YFP,strain,well,media,neg_selection,operator,repressor,volume_marker,date,run_number
1118.95,37.0,0.24100000000000002,59.0,O1_R0_T_CFP,D08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1138.95,37.0,0.243,65.0,O1_R0_T_CFP,D08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1158.95,37.0,0.244,50.0,O1_R0_T_CFP,D08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1178.95,37.0,0.244,55.0,O1_R0_T_CFP,D08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1198.95,37.1,0.24600000000000002,63.0,O1_R0_T_CFP,D08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1218.95,37.0,0.249,52.0,O1_R0_T_CFP,D08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1238.95,37.0,0.248,64.0,O1_R0_T_CFP,D08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1258.95,37.1,0.251,64.0,O1_R0_T_CFP,D08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1278.95,37.0,0.251,53.0,O1_R0_T_CFP,D08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1298.95,37.0,0.251,53.0,O1_R0_T_CFP,D08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1318.95,37.0,0.251,54.0,O1_R0_T_CFP,D08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1338.95,37.0,0.251,54.0,O1_R0_T_CFP,D08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1358.95,37.1,0.251,63.0,O1_R0_T_CFP,D08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
18.95,37.1,0.113,34.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
38.95,37.0,0.11199999999999999,25.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
58.95,37.1,0.11199999999999999,33.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
78.95,37.0,0.115,25.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
98.95,37.0,0.11900000000000001,31.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
118.95,37.0,0.122,34.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
138.95,37.1,0.126,36.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
158.95,37.0,0.128,35.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
178.95,37.0,0.131,36.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
198.95,37.0,0.133,38.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
218.95,37.1,0.135,35.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
238.95,37.1,0.136,34.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
258.95,37.0,0.13699999999999998,36.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
278.95,37.1,0.139,28.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
298.95,37.0,0.141,35.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
318.95,37.1,0.141,34.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
338.95,37.0,0.141,39.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
358.95,37.0,0.142,37.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
378.95,37.0,0.142,40.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
398.95,37.1,0.142,32.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
418.95,37.1,0.14300000000000002,35.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
438.95,37.0,0.14300000000000002,42.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
458.95,37.1,0.14400000000000002,36.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
478.95,37.0,0.14400000000000002,39.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
498.95,37.1,0.14400000000000002,33.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
518.95,37.1,0.14400000000000002,45.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
538.95,37.0,0.145,42.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
558.95,37.0,0.14400000000000002,38.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
578.95,37.0,0.146,35.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
598.95,37.0,0.15,37.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
618.95,37.0,0.145,43.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
638.95,37.0,0.146,40.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
658.95,37.0,0.146,38.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
678.95,37.0,0.14800000000000002,45.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
698.95,37.0,0.149,33.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
718.95,37.0,0.14800000000000002,40.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
738.95,37.0,0.145,37.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
758.95,37.0,0.146,41.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
778.95,37.1,0.145,40.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
798.95,37.1,0.145,35.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
818.95,37.1,0.146,45.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
838.95,37.1,0.146,36.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
858.95,37.0,0.145,43.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
878.95,37.0,0.145,45.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
898.95,37.1,0.146,40.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
918.95,37.1,0.146,39.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
938.95,37.0,0.145,44.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
958.95,37.0,0.145,41.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
978.95,37.0,0.145,40.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
998.95,37.0,0.145,42.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1018.95,37.1,0.145,47.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1038.95,37.0,0.145,43.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1058.95,37.0,0.145,44.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1078.95,37.0,0.145,35.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1098.95,37.0,0.145,42.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1118.95,37.0,0.145,45.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1138.95,37.0,0.145,52.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1158.95,37.0,0.145,36.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1178.95,37.0,0.145,45.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1198.95,37.1,0.145,40.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1218.95,37.0,0.145,41.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1238.95,37.0,0.14400000000000002,47.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1258.95,37.1,0.14400000000000002,48.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1278.95,37.0,0.14400000000000002,36.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1298.95,37.0,0.14400000000000002,39.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1318.95,37.0,0.14400000000000002,43.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1338.95,37.0,0.14400000000000002,44.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1358.95,37.1,0.14400000000000002,36.0,O1_R22_T_CFP,D09,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
18.95,37.1,0.084,29.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
38.95,37.0,0.087,23.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
58.95,37.1,0.092,33.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
78.95,37.0,0.09699999999999999,36.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
98.95,37.0,0.10099999999999999,35.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
118.95,37.0,0.105,35.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
138.95,37.1,0.10800000000000001,29.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
158.95,37.0,0.111,32.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
178.95,37.0,0.114,34.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
198.95,37.0,0.11699999999999999,35.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
218.95,37.1,0.11800000000000001,34.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
238.95,37.1,0.12,34.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
258.95,37.0,0.122,36.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
278.95,37.1,0.124,30.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
298.95,37.0,0.125,35.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
318.95,37.1,0.127,35.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
338.95,37.0,0.127,38.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
358.95,37.0,0.129,32.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
378.95,37.0,0.129,41.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
398.95,37.1,0.13,39.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
418.95,37.1,0.131,28.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
438.95,37.0,0.132,40.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
458.95,37.1,0.132,30.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
478.95,37.0,0.133,34.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
498.95,37.1,0.133,39.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
518.95,37.1,0.133,33.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
538.95,37.0,0.133,33.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
558.95,37.0,0.133,37.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
578.95,37.0,0.133,34.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
598.95,37.0,0.134,38.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
618.95,37.0,0.136,35.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
638.95,37.0,0.135,36.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
658.95,37.0,0.133,34.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
678.95,37.0,0.133,35.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
698.95,37.0,0.133,43.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
718.95,37.0,0.133,35.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
738.95,37.0,0.132,37.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
758.95,37.0,0.132,50.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
778.95,37.1,0.132,40.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
798.95,37.1,0.131,35.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
818.95,37.1,0.131,40.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
838.95,37.1,0.131,45.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
858.95,37.0,0.13,49.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
878.95,37.0,0.13,40.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
898.95,37.1,0.129,38.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
918.95,37.1,0.129,41.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
938.95,37.0,0.129,49.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
958.95,37.0,0.129,42.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
978.95,37.0,0.129,48.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
998.95,37.0,0.128,46.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1018.95,37.1,0.128,45.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1038.95,37.0,0.128,40.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1058.95,37.0,0.128,43.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1078.95,37.0,0.127,43.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1098.95,37.0,0.127,40.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1118.95,37.0,0.126,35.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1138.95,37.0,0.126,41.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1158.95,37.0,0.126,39.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1178.95,37.0,0.126,41.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1198.95,37.1,0.126,48.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1218.95,37.0,0.125,38.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1238.95,37.0,0.125,45.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1258.95,37.1,0.125,39.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1278.95,37.0,0.125,42.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1298.95,37.0,0.125,44.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1318.95,37.0,0.125,41.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1338.95,37.0,0.124,44.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1358.95,37.1,0.124,45.0,O1_R0_T_CFP,D10,M9_0.5%_glucose,90_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
18.95,37.1,0.09300000000000001,28.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
38.95,37.0,0.099,32.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
58.95,37.1,0.11199999999999999,34.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
78.95,37.0,0.125,34.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
98.95,37.0,0.14,30.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
118.95,37.0,0.156,30.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
138.95,37.1,0.175,33.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
158.95,37.0,0.198,31.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
178.95,37.0,0.225,34.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
198.95,37.0,0.256,28.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
218.95,37.1,0.292,37.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
238.95,37.1,0.332,39.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
258.95,37.0,0.374,39.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
278.95,37.1,0.419,32.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
298.95,37.0,0.46399999999999997,35.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
318.95,37.1,0.512,48.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
338.95,37.0,0.556,47.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
358.95,37.0,0.584,52.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
378.95,37.0,0.623,49.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
398.95,37.1,0.657,52.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
418.95,37.1,0.6890000000000001,52.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
438.95,37.0,0.7170000000000001,59.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
458.95,37.1,0.742,55.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
478.95,37.0,0.763,51.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
498.95,37.1,0.7859999999999999,60.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
518.95,37.1,0.802,72.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
538.95,37.0,0.8220000000000001,66.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
558.95,37.0,0.833,62.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
578.95,37.0,0.846,67.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
598.95,37.0,0.857,59.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
618.95,37.0,0.866,73.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
638.95,37.0,0.8759999999999999,68.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
658.95,37.0,0.8809999999999999,72.0,O1_R260_T_CFP,E03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,260.0,CFP,20200708,1
