time_min,temp_C,OD600,YFP,strain,well,media,neg_selection,pos_selection,operator,repressor,volume_marker,date,run_number
98.3,37.1,0.039,33.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
118.3,37.0,0.039,32.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
138.3,37.0,0.04,38.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
158.3,37.0,0.040999999999999995,32.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
178.3,37.0,0.040999999999999995,27.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
198.3,37.0,0.042,28.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
218.3,37.0,0.042,36.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
238.3,37.0,0.043,32.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
258.3,37.1,0.043,36.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
278.3,37.0,0.044000000000000004,29.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
298.3,37.0,0.044000000000000004,31.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
318.3,37.0,0.045,35.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
338.3,37.0,0.047,40.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
358.3,37.0,0.048,33.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
378.3,37.0,0.05,33.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
398.3,37.1,0.051,37.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
418.3,37.0,0.055,33.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
438.3,37.1,0.055,38.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
458.3,37.1,0.057,30.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
478.3,37.1,0.059000000000000004,37.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
498.3,37.1,0.064,30.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
518.3,37.0,0.067,41.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
538.3,37.1,0.069,38.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
558.3,37.0,0.07200000000000001,33.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
578.3,37.1,0.077,30.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
598.3,37.1,0.08,30.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
618.3,37.1,0.084,34.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
638.3,37.0,0.091,30.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
658.3,37.1,0.094,33.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
678.3,37.1,0.10099999999999999,30.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
698.3,37.1,0.107,35.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
718.3,37.1,0.114,28.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
738.3,37.0,0.122,31.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
758.3,37.0,0.131,37.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
778.3,37.0,0.14,34.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
798.3,37.1,0.149,33.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
818.3,37.0,0.158,36.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
838.3,37.1,0.166,45.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
858.3,37.0,0.18,39.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
878.3,37.1,0.185,35.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
898.3,37.1,0.196,33.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
918.3,37.1,0.20199999999999999,32.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
938.3,37.0,0.221,33.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
958.3,37.0,0.222,35.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
978.3,37.0,0.23600000000000002,40.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
998.3,37.1,0.25,37.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1018.3,37.1,0.255,40.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1038.3,37.0,0.264,38.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1058.3,37.0,0.26899999999999996,47.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1078.3,37.0,0.272,44.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1098.3,37.1,0.276,52.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1118.3,37.0,0.264,44.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1138.3,37.1,0.27,42.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1158.3,37.1,0.285,38.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1178.3,37.1,0.28600000000000003,39.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1198.3,37.0,0.29,45.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1218.3,37.0,0.29,40.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1238.3,37.1,0.29,41.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1258.3,37.0,0.28600000000000003,61.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1278.3,37.0,0.28,44.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1298.3,37.1,0.28300000000000003,47.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1318.3,37.0,0.281,47.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1338.3,37.0,0.28600000000000003,43.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1358.3,37.0,0.28600000000000003,39.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1378.3,37.0,0.28600000000000003,52.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1398.3,37.0,0.28600000000000003,48.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1418.3,37.0,0.285,56.0,O1_R22_T_mCherry,D05,M9_0.5%_glucose,60_uM_beta-thujaplicin,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
18.3,37.1,0.036000000000000004,35.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
38.3,37.1,0.037000000000000005,34.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
58.3,37.0,0.038,31.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
78.3,37.1,0.04,28.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
98.3,37.1,0.042,35.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
118.3,37.0,0.044000000000000004,41.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
138.3,37.0,0.045,33.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
158.3,37.0,0.048,29.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
178.3,37.0,0.051,28.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
198.3,37.0,0.054000000000000006,35.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
218.3,37.0,0.057999999999999996,32.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
238.3,37.0,0.063,35.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
258.3,37.1,0.069,29.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
278.3,37.0,0.075,38.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
298.3,37.0,0.084,29.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
318.3,37.0,0.09300000000000001,26.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
338.3,37.0,0.10400000000000001,26.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
358.3,37.0,0.11699999999999999,28.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
378.3,37.0,0.132,30.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
398.3,37.1,0.15,25.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
418.3,37.0,0.172,34.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
438.3,37.1,0.19699999999999998,33.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
458.3,37.1,0.226,30.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
478.3,37.1,0.261,33.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
498.3,37.1,0.297,35.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
518.3,37.0,0.33399999999999996,36.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
538.3,37.1,0.373,32.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
558.3,37.0,0.424,45.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
578.3,37.1,0.474,43.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
598.3,37.1,0.509,46.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
618.3,37.1,0.529,46.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
638.3,37.0,0.551,53.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
658.3,37.1,0.5770000000000001,42.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
678.3,37.1,0.598,51.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
698.3,37.1,0.618,54.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
718.3,37.1,0.638,61.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
738.3,37.0,0.653,55.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
758.3,37.0,0.6709999999999999,60.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
778.3,37.0,0.684,61.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
798.3,37.1,0.6970000000000001,64.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
818.3,37.0,0.708,62.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
838.3,37.1,0.71,59.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
858.3,37.0,0.7170000000000001,61.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
878.3,37.1,0.722,68.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
898.3,37.1,0.7290000000000001,71.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
918.3,37.1,0.7340000000000001,64.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
938.3,37.0,0.736,76.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
958.3,37.0,0.742,66.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
978.3,37.0,0.745,65.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
998.3,37.1,0.743,74.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1018.3,37.1,0.741,68.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1038.3,37.0,0.7390000000000001,76.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1058.3,37.0,0.737,67.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1078.3,37.0,0.735,69.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1098.3,37.1,0.733,72.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1118.3,37.0,0.731,69.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1138.3,37.1,0.7290000000000001,72.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1158.3,37.1,0.727,59.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1178.3,37.1,0.726,71.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1198.3,37.0,0.7240000000000001,68.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1218.3,37.0,0.722,75.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1238.3,37.1,0.721,66.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1258.3,37.0,0.72,66.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1278.3,37.0,0.718,69.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1298.3,37.1,0.7170000000000001,63.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1318.3,37.0,0.7170000000000001,73.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1338.3,37.0,0.715,63.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1358.3,37.0,0.7140000000000001,59.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1378.3,37.0,0.713,65.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1398.3,37.0,0.7120000000000001,73.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
1418.3,37.0,0.711,67.0,O1_R22_T_mCherry,D06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
18.3,37.1,0.037000000000000005,29.0,O1_R22_T_mCherry,D07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
38.3,37.1,0.037000000000000005,29.0,O1_R22_T_mCherry,D07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
58.3,37.0,0.038,29.0,O1_R22_T_mCherry,D07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
78.3,37.1,0.039,32.0,O1_R22_T_mCherry,D07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
98.3,37.1,0.040999999999999995,30.0,O1_R22_T_mCherry,D07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
118.3,37.0,0.042,33.0,O1_R22_T_mCherry,D07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
138.3,37.0,0.044000000000000004,37.0,O1_R22_T_mCherry,D07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
158.3,37.0,0.046,32.0,O1_R22_T_mCherry,D07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
178.3,37.0,0.049,27.0,O1_R22_T_mCherry,D07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
198.3,37.0,0.053,31.0,O1_R22_T_mCherry,D07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
218.3,37.0,0.057,23.0,O1_R22_T_mCherry,D07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
238.3,37.0,0.061,31.0,O1_R22_T_mCherry,D07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
258.3,37.1,0.067,32.0,O1_R22_T_mCherry,D07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
278.3,37.0,0.073,31.0,O1_R22_T_mCherry,D07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
298.3,37.0,0.081,31.0,O1_R22_T_mCherry,D07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
318.3,37.0,0.091,31.0,O1_R22_T_mCherry,D07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
338.3,37.0,0.10300000000000001,37.0,O1_R22_T_mCherry,D07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,O1,22.0,mCherry,20200616,1
